id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at,date,year,month,month_name,hour,day_of_week,is_weekend,time_bucket
1597,2026-00002245,1,02/20/2026 10:50 AM,2026-02-19 19:45:00,,Visitor reported a hit and run crash,EAST PARKING DECK,2026-02-25 02:54:48,2026-02-19,2026,2,February,19,Thursday,False,Evening
1598,PSHI-2026-02-I-134083,1,02/20/2026 10:35 AM,2026-02-20 10:24:00,,Visitor mismatch to the sex offender registry.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-25 02:54:48,2026-02-20,2026,2,February,10,Friday,False,Morning
1599,PSHI-2026-02-I-134082,1,02/20/2026 09:31 AM,2026-02-20 06:31:00,,Investigation of suspicious activity.,Hershey - Dispatched To: COM - BMR - 1 > COM - BMR - 1,2026-02-25 02:54:48,2026-02-20,2026,2,February,6,Friday,False,Morning
1600,PSHI-2026-02-I-134080,1,02/20/2026 08:20 AM,2026-02-20 06:35:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-25 02:54:48,2026-02-20,2026,2,February,6,Friday,False,Morning
1601,PSHI-2026-02-I-134076,1,02/20/2026 05:23 AM,2026-02-20 05:01:00,,Assisted clinical staff with a visitor issue.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-25 02:54:48,2026-02-20,2026,2,February,5,Friday,False,Morning
1604,PSHI-2026-02-I-134064,1,02/20/2026 12:14 AM,2026-02-19 18:38:00,,,Hershey - Dispatched To: HMC - Campus Drive Roadway > HMC - Campus Drive Roadway,2026-02-25 02:54:48,2026-02-19,2026,2,February,18,Thursday,False,Evening
1605,26HN00016,15,02/17/2026 08:34 PM,2026-02-17 20:24:00,02/17/2026 08:45 PM,Employee reported suspicious activity,RESIDENCE HALL NORTH,2026-02-25 02:54:48,2026-02-17,2026,2,February,20,Tuesday,False,Evening
1606,26HN00014,15,02/16/2026 09:44 PM,2026-02-16 21:44:00,02/16/2026 12:00 AM,Assisted an outside law enforcement agency with an investigation,W COUNTY RD,2026-02-25 02:54:48,2026-02-16,2026,2,February,21,Monday,False,Evening
1607,26BK00038,4,02/16/2026 09:16 PM,2026-02-16 21:16:00,02/16/2026 09:35 PM,Employee reported a person trespassing inside a residence hall,LAUREL HALL,2026-02-25 02:54:48,2026-02-16,2026,2,February,21,Monday,False,Evening
1608,26BK00039,4,02/16/2026 03:30 PM,2026-02-16 15:30:00,02/16/2026 04:30 PM,Employee reported a fire alarm activation,IVY HALL,2026-02-25 02:54:48,2026-02-16,2026,2,February,15,Monday,False,Afternoon
1609,26AB00070,2,02/15/2026 11:50 PM,2026-02-15 23:50:00,02/16/2026 01:00 AM,Visitor requested assistance in locating a student,LIONS GATE AT PENN STATE ABINGTON,2026-02-25 02:54:48,2026-02-15,2026,2,February,23,Sunday,True,Late Night
1610,26AB00069,2,02/15/2026 08:24 PM,2026-02-15 20:24:00,02/15/2026 08:30 PM,Employee reported a /fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-25 02:54:48,2026-02-15,2026,2,February,20,Sunday,True,Evening
1611,26AB00067,2,02/14/2026 12:16 PM,2026-02-14 12:16:00,02/14/2026 12:35 PM,Assisted the ambulance with a medical emergency,PHYSICAL EDUCATION BUILDING,2026-02-25 02:54:48,2026-02-14,2026,2,February,12,Saturday,True,Afternoon
1612,26AB00068,2,02/14/2026 11:01 AM,2026-02-14 11:18:00,02/14/2026 11:36 AM,Employee reported suspicious activity,LIONS GATE AT PENN STATE ABINGTON,2026-02-25 02:54:48,2026-02-14,2026,2,February,11,Saturday,True,Morning
1613,26BK00036,4,02/14/2026 10:37 AM,2026-02-14 10:37:00,02/14/2026 11:20 AM,Assisted an outside law enforcement agency with an investigation,HILLVALE AVE & SPOHN RD,2026-02-25 02:54:48,2026-02-14,2026,2,February,10,Saturday,True,Morning
1614,26AB00066,2,02/13/2026 08:00 PM,2026-02-13 20:00:00,02/13/2026 08:30 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-25 02:54:48,2026-02-13,2026,2,February,20,Friday,False,Evening
1615,26AB00065,2,02/13/2026 02:31 PM,2026-02-13 14:31:00,02/13/2026 02:46 PM,Visitor reported an intrusion alarm activation,LARES BUILDING,2026-02-25 02:54:48,2026-02-13,2026,2,February,14,Friday,False,Afternoon
1616,26HN00013,15,02/13/2026 12:00 PM,2026-02-08 08:00:00,02/12/2026 09:00 PM,Employee reported suspicious activity,LOT J - HAZLETON,2026-02-25 02:54:48,2026-02-08,2026,2,February,8,Sunday,True,Morning
1617,26HN00012,15,02/13/2026 08:30 AM,2026-02-13 08:30:00,02/13/2026 09:00 AM,Assisted an outside law enforcement agency with an investigation,PA-93 & I-81,2026-02-25 02:54:48,2026-02-13,2026,2,February,8,Friday,False,Morning
1618,26AB00064,2,02/13/2026 12:00 AM,2026-02-13 00:00:00,,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-25 02:54:48,2026-02-13,2026,2,February,0,Friday,False,Late Night
1619,26HN00011,15,02/12/2026 08:30 AM,2026-02-12 08:30:00,,Employee requested assistance with a civil matter,AZALEA RD,2026-02-25 02:54:48,2026-02-12,2026,2,February,8,Thursday,False,Morning
1620,26AB00063,2,02/12/2026 12:50 AM,2026-02-12 00:50:00,02/12/2026 01:13 AM,Assisted an outside law enforcement agency with an investigation,OLD YORK RD,2026-02-25 02:54:48,2026-02-12,2026,2,February,0,Thursday,False,Late Night
1621,26AB00062,2,02/11/2026 04:56 PM,2026-02-11 16:56:00,,Assisted the ambulance with a medical emergency,SUTHERLAND BUILDING,2026-02-25 02:54:48,2026-02-11,2026,2,February,16,Wednesday,False,Afternoon
1622,26HN00015,15,02/11/2026 11:15 AM,2026-02-11 11:15:00,02/11/2026 12:05 PM,Assisted an outside law enforcement agency with an investigation,PA-93 & WOODBINE ST,2026-02-25 02:54:48,2026-02-11,2026,2,February,11,Wednesday,False,Morning
1623,26AB00071,2,02/11/2026 12:00 AM,2026-02-11 00:00:00,,Employee reported a parking concern,LOT G - ABINGTON,2026-02-25 02:54:48,2026-02-11,2026,2,February,0,Wednesday,False,Late Night
1624,26UP00930,1,02/26/2026 04:25 AM,2026-02-26 04:15:00,02/26/2026 04:25 AM,Student observed highly intoxicated and transported to the hospital,EARLE HALL,2026-02-26 23:59:30,2026-02-26,2026,2,February,4,Thursday,False,Late Night
1625,26UP00929,1,02/26/2026 04:07 AM,2026-02-26 04:07:00,02/26/2026 04:25 AM,Student consumed alcoholic beverages being less than 21 years of age,MCKEAN HALL,2026-02-26 23:59:30,2026-02-26,2026,2,February,4,Thursday,False,Late Night
1626,26UP00928,1,02/26/2026 02:40 AM,2026-02-26 02:40:00,02/26/2026 04:00 AM,Student observed highly intoxicated and transported to the hospital,PANOFSKY HALL,2026-02-26 23:59:30,2026-02-26,2026,2,February,2,Thursday,False,Late Night
1627,26UP00925,1,02/26/2026 01:21 AM,2026-02-26 00:45:00,02/26/2026 01:40 AM,Underage student observed highly intoxicated and transported to the hospital,BRUMBAUGH HALL,2026-02-26 23:59:30,2026-02-26,2026,2,February,0,Thursday,False,Late Night
1628,26UP00926,1,02/26/2026 01:06 AM,2026-02-26 01:06:00,02/26/2026 01:56 AM,Student observed highly intoxicated and transported to the hospital,STONE HALL,2026-02-26 23:59:30,2026-02-26,2026,2,February,1,Thursday,False,Late Night
1629,26UP00923,1,02/26/2026 12:37 AM,2026-02-26 00:37:00,02/26/2026 01:04 AM,Underage student observed highly intoxicated and transported to the hospital,COOPER HALL,2026-02-26 23:59:30,2026-02-26,2026,2,February,0,Thursday,False,Late Night
1630,26UP00922,1,02/26/2026 12:29 AM,2026-02-20 00:01:00,02/26/2026 12:10 AM,Student reported disorderly persons,FARRELL HALL,2026-02-26 23:59:30,2026-02-20,2026,2,February,0,Friday,False,Late Night
1631,26AB00079,2,02/25/2026 10:02 PM,2026-02-25 22:02:00,02/25/2026 10:16 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-26 23:59:30,2026-02-25,2026,2,February,22,Wednesday,False,Late Night
1632,26UP00916,1,02/25/2026 09:20 PM,2026-02-25 19:11:00,02/25/2026 09:20 PM,Student reported a hit and run vehicle crash,HUB PARKING DECK,2026-02-26 23:59:30,2026-02-25,2026,2,February,19,Wednesday,False,Evening
1633,26UP00915,1,02/25/2026 09:05 PM,2026-02-25 21:05:00,02/25/2026 09:32 PM,Student reported abandoned property,BRYCE JORDAN CENTER,2026-02-26 23:59:30,2026-02-25,2026,2,February,21,Wednesday,False,Evening
1634,26UP00914,1,02/25/2026 08:18 PM,2026-02-25 20:18:00,02/25/2026 08:41 PM,Employee reported fraudulent activity,HUCK LIFE SCIENCES BLDG,2026-02-26 23:59:30,2026-02-25,2026,2,February,20,Wednesday,False,Evening
1635,26BR00016,6,02/25/2026 06:50 PM,2026-02-25 18:50:00,02/25/2026 07:15 PM,Employee reported a fire alarm activation,HARMONY HALL,2026-02-26 23:59:30,2026-02-25,2026,2,February,18,Wednesday,False,Evening
1636,26UP00913,1,02/25/2026 06:08 PM,2026-02-25 18:08:00,02/25/2026 07:02 PM,Assisted the fire department with a reported fire alarm activation,INNOVATION BLVD,2026-02-26 23:59:30,2026-02-25,2026,2,February,18,Wednesday,False,Evening
1637,26AB00078,2,02/25/2026 05:34 PM,2026-02-25 19:00:00,02/25/2026 07:10 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-26 23:59:30,2026-02-25,2026,2,February,19,Wednesday,False,Evening
1638,26AB00077,2,02/25/2026 05:31 PM,2026-02-25 17:31:00,02/25/2026 05:45 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-26 23:59:30,2026-02-25,2026,2,February,17,Wednesday,False,Evening
1639,26UP00912,1,02/25/2026 05:23 PM,2026-02-24 15:00:00,02/25/2026 05:00 PM,Student reported the theft of their unattended personal property,WILLARD BLDG,2026-02-26 23:59:30,2026-02-24,2026,2,February,15,Tuesday,False,Afternoon
1640,26AL00094,3,02/25/2026 05:00 PM,2026-02-25 17:00:00,02/25/2026 05:33 PM,Assisted an outside law enforcement agency with an investigation,CAMPUS VIEW DR,2026-02-26 23:59:30,2026-02-25,2026,2,February,17,Wednesday,False,Evening
1641,26UP00911,1,02/25/2026 04:44 PM,2026-02-02 22:00:00,02/03/2026 09:00 AM,Student reported damage to their privately owned vehicle,MCELWAIN HALL,2026-02-26 23:59:30,2026-02-02,2026,2,February,22,Monday,False,Late Night
1642,26UP00910,1,02/25/2026 04:40 PM,2026-02-24 00:00:00,02/25/2026 04:40 PM,Assisted an outside law enforcement agency with an investigation,OFF CAMPUS FRATERNITY,2026-02-26 23:59:30,2026-02-24,2026,2,February,0,Tuesday,False,Late Night
1643,26UP00909,1,02/25/2026 03:15 PM,2025-07-31 12:17:00,02/25/2026 03:15 PM,Student reported suspicious activity,UNIVERSITY SUPPORT BLDG I,2026-02-26 23:59:30,2025-07-31,2025,7,July,12,Thursday,False,Afternoon
1644,26SL00021,19,02/25/2026 02:40 PM,2025-08-01 00:00:00,02/25/2026 07:00 PM,Student requested assistance with a personal matter,NITTANY APARTMENTS I,2026-02-26 23:59:30,2025-08-01,2025,8,August,0,Friday,False,Late Night
1645,26UP00908,1,02/25/2026 01:40 PM,2026-02-17 18:20:00,02/17/2026 06:44 PM,Employee reported the theft of University property,REDIFER HALL,2026-02-26 23:59:30,2026-02-17,2026,2,February,18,Tuesday,False,Evening
1646,26AB00076,2,02/25/2026 01:30 PM,2026-02-25 09:30:00,02/25/2026 01:00 AM,Employee reported a concern for another employee,LOT J - ABINGTON,2026-02-26 23:59:30,2026-02-25,2026,2,February,9,Wednesday,False,Morning
1647,26LV00005,16,02/25/2026 12:58 PM,2026-02-25 12:58:00,02/25/2026 01:20 PM,Employee reported a fire alarm activation,LEHIGH VALLEY BLDG,2026-02-26 23:59:30,2026-02-25,2026,2,February,12,Wednesday,False,Afternoon
1648,26AB00075,2,02/25/2026 11:40 AM,2026-02-18 23:00:00,02/24/2026 03:00 AM,Visitor requested assistance with a civil matter,OLD YORK RD,2026-02-26 23:59:30,2026-02-18,2026,2,February,23,Wednesday,False,Late Night
1649,26HB00093,13,02/25/2026 10:40 AM,2026-02-25 08:00:00,02/25/2026 11:00 AM,Student requested assistance with a personal matter,W MAIN ST,2026-02-26 23:59:30,2026-02-25,2026,2,February,8,Wednesday,False,Morning
1650,26UP00907,1,02/25/2026 10:07 AM,2026-02-18 11:07:00,02/18/2026 11:25 AM,Employee reported the theft of University property,REDIFER HALL,2026-02-26 23:59:30,2026-02-18,2026,2,February,11,Wednesday,False,Morning
1651,26UP00906,1,02/25/2026 10:04 AM,2026-02-21 23:00:00,02/22/2026 03:30 AM,Student reported the theft of their unsecured personal property,BRYCE JORDAN CENTER,2026-02-26 23:59:30,2026-02-21,2026,2,February,23,Saturday,True,Late Night
1652,26UP00905,1,02/25/2026 09:29 AM,2026-02-25 09:29:00,02/25/2026 09:46 AM,Assisted an outside agency with a reported Hazing at an off campus fraternity,OFF CAMPUS FRATERNITY,2026-02-26 23:59:30,2026-02-25,2026,2,February,9,Wednesday,False,Morning
1653,26UP00904,1,02/25/2026 08:11 AM,2026-02-20 10:26:00,02/20/2026 10:33 AM,Employee reported the theft of University property,REDIFER HALL,2026-02-26 23:59:30,2026-02-20,2026,2,February,10,Friday,False,Morning
1654,26UP00903,1,02/25/2026 07:12 AM,2026-02-20 14:37:00,02/20/2026 02:40 PM,Employee reported the theft of University property,REDIFER HALL,2026-02-26 23:59:30,2026-02-20,2026,2,February,14,Friday,False,Afternoon
1655,26BR00015,6,02/25/2026 01:45 AM,2026-02-25 01:45:00,02/25/2026 01:59 AM,Student reported a University policy violation,HARMONY HALL,2026-02-26 23:59:30,2026-02-25,2026,2,February,1,Wednesday,False,Late Night
1656,26UP00902,1,02/25/2026 12:22 AM,2026-02-25 00:10:00,02/25/2026 12:33 AM,"Resident Assistant reported the odor of marijuana, origin not located",HARTRANFT HALL,2026-02-26 23:59:30,2026-02-25,2026,2,February,0,Wednesday,False,Late Night
1657,26UP00899,1,02/24/2026 10:36 PM,2026-02-24 22:36:00,02/24/2026 11:13 PM,Employee reported suspicious activity,AIRPORT AIR TERMINAL BLDG,2026-02-26 23:59:30,2026-02-24,2026,2,February,22,Tuesday,False,Late Night
1658,26UP00898,1,02/24/2026 09:37 PM,2026-02-24 21:37:00,02/24/2026 10:15 PM,Officer observed students engaged in disorderly behavior,MCKEAN HALL,2026-02-26 23:59:30,2026-02-24,2026,2,February,21,Tuesday,False,Evening
1659,PSHI-2026-02-I-134245,1,02/24/2026 09:25 PM,2026-02-24 18:30:00,,,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-26 23:59:30,2026-02-24,2026,2,February,18,Tuesday,False,Evening
1660,PSHI-2026-02-I-134244,1,02/24/2026 09:15 PM,2026-02-24 20:47:00,,,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-26 23:59:30,2026-02-24,2026,2,February,20,Tuesday,False,Evening
1661,26UP00897,1,02/24/2026 09:07 PM,2026-02-24 21:07:00,02/24/2026 09:40 PM,Employee reported disorderly persons,OLD MAIN,2026-02-26 23:59:30,2026-02-24,2026,2,February,21,Tuesday,False,Evening
1662,26HB00092,13,02/24/2026 09:02 PM,2026-02-24 21:02:00,,Assisted the ambulance with a medical emergency,UPPER OLMSTED WEST LOT - HARRISBURG,2026-02-26 23:59:30,2026-02-24,2026,2,February,21,Tuesday,False,Evening
1663,PSHI-2026-02-I-134243,1,02/24/2026 08:20 PM,2026-02-24 20:02:00,,,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-26 23:59:30,2026-02-24,2026,2,February,20,Tuesday,False,Evening
1664,26UP00896,1,02/24/2026 08:08 PM,2026-02-24 17:07:00,02/24/2026 08:08 PM,Student reported the theft of their unsecured personal property,INTRAMURAL BLDG,2026-02-26 23:59:30,2026-02-24,2026,2,February,17,Tuesday,False,Evening
1665,26UP00895,1,02/24/2026 07:23 PM,2026-02-24 19:23:00,02/24/2026 07:40 PM,Student reported a smoke condition,NITTANY APT,2026-02-26 23:59:30,2026-02-24,2026,2,February,19,Tuesday,False,Evening
1666,PSHI-2026-02-I-134240,1,02/24/2026 05:49 PM,2026-02-24 17:39:00,,,Hershey - Dispatched To: HMC - Main Hospital - 1 - Cashier's Office > HMC - Main Hospital - 1 - Cashier's Office,2026-02-26 23:59:30,2026-02-24,2026,2,February,17,Tuesday,False,Evening
1667,26UP00894,1,02/24/2026 05:34 PM,2026-02-24 16:20:00,02/24/2026 05:00 PM,Student reported the theft of their unsecured personal property,PATTEE LIBRARY,2026-02-26 23:59:30,2026-02-24,2026,2,February,16,Tuesday,False,Afternoon
1668,PSHI-2026-02-I-134237,1,02/24/2026 05:26 PM,2026-02-24 17:18:00,,Vetted nuisance phone call issue.,Hershey - Dispatched To: HMC - Life Lion Hanger > HMC - Life Lion Hanger,2026-02-26 23:59:30,2026-02-24,2026,2,February,17,Tuesday,False,Evening
1669,26AL00093,3,02/24/2026 05:01 PM,2023-02-24 16:55:00,02/24/2026 05:00 PM,Employee reported the theft of University Property from a secured University building,PENN BLDG,2026-02-26 23:59:30,2023-02-24,2023,2,February,16,Friday,False,Afternoon
1670,PSHI-2026-02-I-134235,1,02/24/2026 04:55 PM,2026-02-24 16:53:00,,,Hershey - Dispatched To: HMC - Parking Lot - Lot A-1 > HMC - Parking Lot - Lot A-1,2026-02-26 23:59:30,2026-02-24,2026,2,February,16,Tuesday,False,Afternoon
1671,PSHI-2026-02-I-134234,1,02/24/2026 04:47 PM,2026-02-24 16:35:00,,,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-26 23:59:30,2026-02-24,2026,2,February,16,Tuesday,False,Afternoon
1672,26UP00893,1,02/24/2026 04:47 PM,2026-02-24 16:47:00,02/24/2026 05:45 PM,Assisted a student with a personal matter,STUDENT HEALTH CENTER,2026-02-26 23:59:30,2026-02-24,2026,2,February,16,Tuesday,False,Afternoon
1673,26BW00044,7,02/24/2026 04:43 PM,2026-02-24 16:43:00,02/24/2026 04:55 PM,Employee reported a panic alarm activation,STUDENT UNION AND DINING,2026-02-26 23:59:30,2026-02-24,2026,2,February,16,Tuesday,False,Afternoon
1674,26HB00090,13,02/24/2026 04:35 PM,2026-02-24 16:35:00,,Employee reported a fire alarm activation,CONOY HOUSE,2026-02-26 23:59:30,2026-02-24,2026,2,February,16,Tuesday,False,Afternoon
1675,26UP00892,1,02/24/2026 03:52 PM,2026-02-24 15:52:00,02/24/2026 04:25 PM,Visitor reported a two vehicle crash with no injuries,ORANGE L EAST (FOUNDERS LOT),2026-02-26 23:59:30,2026-02-24,2026,2,February,15,Tuesday,False,Afternoon
1676,PSHI-2026-02-I-134233,1,02/24/2026 03:49 PM,2026-02-24 15:28:00,,,Hershey - Dispatched To: HMC - UPC-2 - 3 - Pain Management > HMC - UPC-2 - 3 - Pain Management,2026-02-26 23:59:30,2026-02-24,2026,2,February,15,Tuesday,False,Afternoon
1677,26HB00089,13,02/24/2026 03:48 PM,2026-02-24 15:48:00,,"Employee reported the odor of marijuana, origin not located",JUNIATA HOUSE,2026-02-26 23:59:30,2026-02-24,2026,2,February,15,Tuesday,False,Afternoon
1678,26UP00891,1,02/24/2026 03:13 PM,2026-02-24 15:13:00,02/24/2026 03:40 PM,Student reported a two vehicle crash with no injuries,WEST DECK,2026-02-26 23:59:30,2026-02-24,2026,2,February,15,Tuesday,False,Afternoon
1679,26AL00092,3,02/24/2026 03:09 PM,2026-02-24 14:30:00,02/24/2026 03:00 PM,Student reported being harassed,CAMPUS VIEW DR,2026-02-26 23:59:30,2026-02-24,2026,2,February,14,Tuesday,False,Afternoon
1680,26UP00890,1,02/24/2026 03:07 PM,2026-02-15 17:11:00,,Employee reported being harassed,UNKNOWN LOCATION,2026-02-26 23:59:30,2026-02-15,2026,2,February,17,Sunday,True,Evening
1681,26BR00014,6,02/24/2026 02:46 PM,2026-02-21 03:00:00,02/24/2026 02:46 PM,Student reported the theft of their unattended personal property,HARMONY HALL,2026-02-26 23:59:30,2026-02-21,2026,2,February,3,Saturday,True,Late Night
1682,26AB00073,2,02/24/2026 02:17 PM,2026-02-24 14:17:00,02/24/2026 02:38 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-26 23:59:30,2026-02-24,2026,2,February,14,Tuesday,False,Afternoon
1683,26AB00074,2,02/24/2026 02:15 PM,2026-02-24 14:15:00,02/24/2026 02:45 PM,Employee requested assistance with an administrative matter,LIONS GATE AT PENN STATE ABINGTON,2026-02-26 23:59:30,2026-02-24,2026,2,February,14,Tuesday,False,Afternoon
1684,26UP00889,1,02/24/2026 02:08 PM,2026-02-20 17:40:00,02/20/2026 05:50 PM,Employee reported the theft of University property,REDIFER HALL,2026-02-26 23:59:30,2026-02-20,2026,2,February,17,Friday,False,Evening
1685,PSHI-2026-02-I-134228,1,02/24/2026 01:32 PM,2026-02-24 13:08:00,,,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-26 23:59:30,2026-02-24,2026,2,February,13,Tuesday,False,Afternoon
1686,26HB00091,13,02/24/2026 01:30 PM,2026-02-24 10:23:00,02/24/2026 01:27 PM,Student reported suspicious activity,OLMSTED PARKING LOT - HARRISBURG,2026-02-26 23:59:30,2026-02-24,2026,2,February,10,Tuesday,False,Morning
1687,PSHI-2026-02-I-134227,1,02/24/2026 12:57 PM,2026-02-23 02:47:00,,,Hershey - Dispatched To: HMC and COM - University Technology Center > HMC and COM - University Technology Center,2026-02-26 23:59:30,2026-02-23,2026,2,February,2,Monday,False,Late Night
