id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at
422,26AL00056,3,02/03/2026 02:49 PM,02/03/2026 02:49 PM,02/03/2026 03:20 PM,Employee reported a two vehicle crash with no injuries,MAPLE HALL LOT,2026-02-18 21:43:32
423,26UP00559,1,02/03/2026 02:31 PM,02/02/2026 02:15 PM,02/02/2026 02:20 PM,Student reported a hit and run vehicle crash,HUB ROBESON CULTURAL CENTER,2026-02-18 21:43:32
424,26UP00561,1,02/03/2026 02:12 PM,01/28/2026 08:12 AM,02/03/2026 02:52 PM,Employee reported unauthorized/fraudulent activity on a University account,HUB ROBESON CULTURAL CENTER,2026-02-18 21:43:32
425,PSHI-2026-02-I-133374,2,02/03/2026 02:03 PM,02/03/2026 12:31 PM,,Vehicle incident.,Hershey - Dispatched To: HMC - Parking Lot - Lot G > HMC - Parking Lot - Lot G,2026-02-18 21:43:32
426,PSHI-2026-02-I-133373,2,02/03/2026 02:01 PM,02/03/2026 01:45 PM,,Assisted clinical staff with a patient stand-by.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
427,26AL00055,3,02/03/2026 01:27 PM,02/03/2026 01:27 PM,02/03/2026 02:00 PM,Employee reported an alarm activation,CEDAR HALL,2026-02-18 21:43:32
428,26UP00557,1,02/03/2026 01:06 PM,01/29/2026 02:49 PM,,Assisted an employee with an administrative matter,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32
429,26UP00555,1,02/03/2026 12:17 PM,02/02/2026 04:00 AM,02/03/2026 12:42 PM,Employee reported being harassed,MUELLER LAB,2026-02-18 21:43:32
430,26UP00556,1,02/03/2026 12:11 PM,02/03/2026 12:11 PM,02/03/2026 01:08 PM,Visitor reported a University policy violation,WILLARD BLDG,2026-02-18 21:43:32
431,PSHI-2026-02-I-133367,2,02/03/2026 12:05 PM,02/03/2026 12:04 PM,,Dismissal letter.,Hershey - Reported Location: HMC Off-Site - PSMG - Cocoa Outpatient Center - PSMG,2026-02-18 21:43:32
432,26GV00001,12,02/03/2026 11:49 AM,01/29/2026 12:00 AM,,Visitor observed urinating in public,GREAT VALLEY GRADUATE CENTER,2026-02-18 21:43:32
433,PSHI-2026-02-I-133366,2,02/03/2026 11:32 AM,02/03/2026 11:04 AM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - MIMCU > HMC - Main Hospital - 6 - MIMCU,2026-02-18 21:43:32
434,26AL00054,3,02/03/2026 11:09 AM,02/03/2026 11:09 AM,02/03/2026 12:16 PM,Student reported a hit and run vehicle crash,IVY LOT - GIV - ALTOONA,2026-02-18 21:43:32
435,26SL00012,19,02/03/2026 10:53 AM,02/03/2026 10:53 AM,02/03/2026 11:20 AM,Assisted an outside law enforcement agency with an investigation,W MAIN ST,2026-02-18 21:43:32
436,26UP00552,1,02/03/2026 09:11 AM,02/02/2026 08:00 PM,02/02/2026 09:00 PM,Student requested assistance with an administrative matter,WARTIK LAB,2026-02-18 21:43:32
437,PSHI-2026-02-I-133362,2,02/03/2026 09:02 AM,02/03/2026 08:45 AM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
438,26AL00053,3,02/03/2026 07:51 AM,02/03/2026 07:51 AM,02/03/2026 09:28 AM,Assisted an outside law enforcement agency with an investigation,N 7TH AVE,2026-02-18 21:43:32
439,PSHI-2026-02-I-133357,2,02/03/2026 05:49 AM,09/02/1945 05:38 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Neuro > HMC - Main Hospital - 4 - Neuro,2026-02-18 21:43:32
440,26AB00040,2,02/03/2026 03:50 AM,02/03/2026 03:40 AM,02/03/2026 03:45 AM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32
441,26UP00550,1,02/03/2026 01:51 AM,02/03/2026 01:51 AM,02/03/2026 02:45 AM,Underage students observed highly intoxicated,MARTIN HALL,2026-02-18 21:43:32
442,26UP00546,1,02/02/2026 11:31 PM,02/02/2026 11:31 PM,02/02/2026 11:53 PM,Student observed highly intoxicated and transported to the hospital,BEAVER HALL,2026-02-18 21:43:32
443,PSHI-2026-02-I-133352,2,02/02/2026 10:28 PM,02/02/2026 06:54 PM,,Team deescalation plan for agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - MIMCU > HMC - Main Hospital - 6 - MIMCU,2026-02-18 21:43:32
444,26UP00539,1,02/02/2026 10:03 PM,02/02/2026 09:20 PM,02/02/2026 10:20 PM,Student requested assistance with a civil matter,NITTANY APT,2026-02-18 21:43:32
445,PSHI-2026-02-I-133348,2,02/02/2026 10:02 PM,02/02/2026 06:17 PM,,Assisted clinical staff with an agitated visitor and patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
446,PSHI-2026-02-I-133345,2,02/02/2026 08:23 PM,02/02/2026 08:00 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
447,26AL00052,3,02/02/2026 08:06 PM,02/02/2026 08:06 PM,02/02/2026 08:23 PM,Employee reported an alarm activation,KAZMAIER FAMILY BLDG,2026-02-18 21:43:32
448,26UP00537,1,02/02/2026 07:53 PM,02/01/2026 10:45 AM,02/01/2026 11:48 AM,Visitor reported disorderly persons,PEGULA ICE ARENA,2026-02-18 21:43:32
449,26UP00536,1,02/02/2026 06:38 PM,02/02/2026 05:30 PM,02/02/2026 06:30 PM,Student reported being harassed,INTRAMURAL BLDG,2026-02-18 21:43:32
450,26UP00535,1,02/02/2026 06:08 PM,02/02/2026 06:08 PM,02/02/2026 06:29 PM,Assisted the fire department with a reported fire alarm activation,BEAVER STADIUM,2026-02-18 21:43:32
451,PSHI-2026-02-I-133344,2,02/02/2026 06:00 PM,,,Team deescalation plan for an agitated patient and visitor.,Hershey - Dispatched To: HMC - Emergency Department - 1 - Peds ER > HMC - Emergency Department - 1 - Peds ER,2026-02-18 21:43:32
452,PSHI-2026-02-I-133342,2,02/02/2026 05:28 PM,02/02/2026 11:20 AM,,Property related matter.,Hershey - Dispatched To: HMC - Parking Lot - Lot H > HMC - Parking Lot - Lot H,2026-02-18 21:43:32
453,PSHI-2026-02-I-133341,2,02/02/2026 05:28 PM,02/03/2026 11:00 AM,,Assisted law enforcement with access to a patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
454,PSHI-2026-02-I-133343,2,02/02/2026 05:28 PM,02/02/2026 04:51 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
455,PSHI-2026-02-I-133340,2,02/02/2026 04:48 PM,02/02/2026 03:20 PM,,Assisted clinical staff with a visitor issue.,Hershey - Dispatched To: HMC - Main Hospital - 2 - South PACU > HMC - Main Hospital - 2 - South PACU,2026-02-18 21:43:32
456,26UP00533,1,02/02/2026 04:42 PM,02/02/2026 04:42 PM,02/02/2026 04:45 PM,Assisted an outside law enforcement agency with an investigation,EARLYSTOWN RD,2026-02-18 21:43:32
457,PSHI-2026-02-I-133338,2,02/02/2026 03:15 PM,02/02/2026 02:20 PM,,Assisted clinical staff with an agitated visitor issue.,Hershey - Dispatched To: HMC - UPC-2 - 3 - Surgery Specialties > HMC - UPC-2 - 3 - Surgery Specialties,2026-02-18 21:43:32
458,26UP00532,1,02/02/2026 02:52 PM,09/02/2022 02:52 PM,05/02/2023 02:52 PM,Assisted an outside law enforcement agency with an investigation,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32
459,26SL00011,19,02/02/2026 12:30 PM,02/02/2026 12:30 PM,02/02/2026 12:40 PM,Employee reported a parking concern,CLASSROOM BUILDING PARKING LOT - SCHUYLKILL,2026-02-18 21:43:32
460,26UP00531,1,02/02/2026 12:10 PM,01/29/2026 08:00 AM,01/29/2026 11:09 AM,Student reported the loss or theft of their unsecured personal property,HOSLER BLDG,2026-02-18 21:43:32
461,26HB00045,13,02/02/2026 11:46 AM,08/18/2025 12:00 AM,02/02/2026 10:34 AM,Employee reported a concern for another student,STUDENT ENRICHMENT CENTER,2026-02-18 21:43:32
462,26UP00530,1,02/02/2026 10:04 AM,01/31/2026 07:30 PM,01/31/2026 08:19 PM,Student reported a suspicious odor,BEAVER HALL,2026-02-18 21:43:32
463,PSHI-2026-02-I-133335,2,02/02/2026 09:57 AM,01/30/2026 09:42 AM,,Property related matter (damage).,Hershey - Reported Location: HMC - Parking Lot - Lot M1,2026-02-18 21:43:32
464,PSHI-2026-02-I-133334,2,02/02/2026 09:37 AM,01/13/2026 02:33 PM,,Visitor fall at Lime Spring Specialties Clinic.,"Hershey - Reported Location: HMC Off-Site - PSMG - Lime Spring Adult Specialties, Noll Drive Lancaster - PSMG",2026-02-18 21:43:32
465,PSHI-2026-02-I-133333,2,02/02/2026 09:31 AM,02/02/2026 08:37 AM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
466,PSHI-2026-02-I-133332,2,02/02/2026 09:23 AM,02/02/2026 06:35 AM,,Assisted clinical staff with a visitor issue.,Hershey - Dispatched To: HMC - Main Hospital - 7 - PSCI > HMC - Main Hospital - 7 - PSCI,2026-02-18 21:43:32
467,PSHI-2026-02-I-133331,2,02/02/2026 09:23 AM,02/06/2026 07:48 AM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - Acute Care > HMC - Main Hospital - 6 - Acute Care,2026-02-18 21:43:32
468,26AB00039,2,02/02/2026 09:21 AM,02/02/2026 09:21 AM,02/02/2026 09:49 AM,Employee reported a concern for a student,WOODLAND BUILDING,2026-02-18 21:43:32
469,26SL00010,19,02/02/2026 08:40 AM,02/02/2026 08:40 AM,02/02/2026 08:46 AM,Assisted the ambulance with a medical emergency,NITTANY APARTMENTS V,2026-02-18 21:43:32
470,26UP00528,1,02/02/2026 08:14 AM,02/02/2026 08:00 AM,,Employee reported a traffic complaint,EAST PARKING DECK,2026-02-18 21:43:32
471,26UP00529,1,02/02/2026 08:01 AM,02/02/2026 08:01 AM,02/02/2026 08:30 AM,Visitor reported a concern for a student,BEAVER HALL,2026-02-18 21:43:32
472,PSHI-2026-02-I-133326,2,02/02/2026 03:44 AM,02/02/2026 12:41 AM,,Visitor mismatch to the sex offender registry.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32
473,PSHI-2026-02-I-133325,2,02/02/2026 01:50 AM,,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
474,PSHI-2026-02-I-133324,2,02/02/2026 01:09 AM,02/01/2026 06:22 AM,,Patient left clinical treatment prior to discharge. Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
475,PSHI-2026-02-I-133322,2,02/02/2026 12:07 AM,02/01/2026 07:40 PM,,Vehicle incident involving property damage.,Hershey - Dispatched To: HMC - Centerview Drive Roadway > HMC - Centerview Drive Roadway,2026-02-18 21:43:32
476,26HB00038,13,02/02/2026 12:02 AM,02/02/2026 12:00 AM,02/02/2026 12:37 AM,Employee requested assistance with a civil matter,MAHANOY HOUSE,2026-02-18 21:43:32
477,26UP00525,1,02/01/2026 11:28 PM,02/01/2026 08:35 PM,02/01/2026 09:00 PM,Student reported the theft of their unattended personal property,STEPHENS HALL,2026-02-18 21:43:32
478,PSHI-2026-02-I-133319,2,02/01/2026 11:03 PM,02/01/2026 09:34 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
479,PSHI-2026-02-I-133317,2,02/01/2026 09:54 PM,,,Assisted LE with access to patient.,Hershey - Dispatched To: HMC - Children's Hospital - 1 - Children's Hospital Main Information Desk > HMC - Children's Hospital - 1 - Children's Hospital Main Information Desk,2026-02-18 21:43:32
480,26UP00524,1,02/01/2026 09:25 PM,02/01/2026 08:58 PM,,Student reported a two vehicle crash with no injuries,LOT 83 (B) LOT,2026-02-18 21:43:32
481,26UP00518,1,02/01/2026 05:56 PM,01/30/2026 03:45 PM,01/30/2026 04:45 PM,Student requested assistance with a personal matter,POLLOCK HALL,2026-02-18 21:43:32
482,26HB00037,13,02/01/2026 05:25 PM,12/18/2025 03:30 PM,02/01/2026 06:00 PM,Students reported being harassed,JUNIATA HOUSE,2026-02-18 21:43:32
483,26BW00018,7,02/01/2026 05:02 PM,02/01/2026 05:02 PM,02/01/2026 05:11 PM,Assisted the ambulance with a medical emergency,COMMONS & ATHLETIC CENTER,2026-02-18 21:43:32
484,PSHI-2026-02-I-133309,2,02/01/2026 04:22 PM,02/01/2026 04:02 PM,,Assisted patient with property related issue.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
485,PSHI-2026-02-I-133306,2,02/01/2026 03:47 PM,02/01/2026 03:16 PM,,Assisted patient with property related matter.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
486,PSHI-2026-02-I-133305,2,02/01/2026 03:16 PM,02/01/2026 02:55 PM,,Assisted administrative staff with safekeeping of items.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Cashier's Office > HMC - Main Hospital - 1 - Cashier's Office,2026-02-18 21:43:32
487,PSHI-2026-02-I-133304,2,02/01/2026 02:53 PM,02/01/2026 02:48 PM,,Safekeeping of visitor firearm.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-18 21:43:32
488,PSHI-2026-02-I-133303,2,02/01/2026 02:29 PM,02/01/2026 02:19 PM,,Former patient harassed team via phone.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-18 21:43:32
489,26UP00516,1,02/01/2026 02:19 PM,02/01/2026 02:19 PM,02/01/2026 03:28 PM,Visitor requested the assistance in locating a student,THOMPSON HALL,2026-02-18 21:43:32
490,26UP00515,1,02/01/2026 02:03 PM,01/28/2026 12:00 AM,01/30/2026 11:59 PM,Student reported damage to their privately owned vehicle,WEST DECK,2026-02-18 21:43:32
491,26UP00514,1,02/01/2026 01:41 PM,02/01/2026 01:41 PM,02/01/2026 02:15 PM,Student requested assistance with a personal matter,WARING HALL,2026-02-18 21:43:32
492,26UP00513,1,02/01/2026 01:39 PM,10/01/2025 12:00 AM,02/01/2026 01:39 PM,Student reported a suspicious person,ATHERTON HALL,2026-02-18 21:43:32
493,26AB00038,2,02/01/2026 01:14 PM,02/01/2026 01:14 PM,02/01/2026 01:32 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32
494,26UP00512,1,02/01/2026 12:40 PM,02/01/2026 12:40 PM,02/01/2026 03:50 PM,Student reported a concern for another student,NELSON HALL,2026-02-18 21:43:32
495,PSHI-2026-02-I-133299,2,02/01/2026 12:14 PM,02/01/2026 11:15 AM,,Patient punched nurse.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
496,26AB00037,2,02/01/2026 10:55 AM,02/01/2026 10:55 AM,02/01/2026 11:12 AM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32
497,PSHI-2026-02-I-133297,2,02/01/2026 10:28 AM,02/01/2026 10:16 AM,,Assisted patient with property related matter.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Cashier's Office > HMC - Main Hospital - 1 - Cashier's Office,2026-02-18 21:43:32
498,PSHI-2026-02-I-133295,2,02/01/2026 09:16 AM,02/01/2026 06:49 AM,,Assisted visitor with a vandalism complaint.,Hershey - Dispatched To: HMC - Centerview Parking Garage > HMC - Centerview Parking Garage,2026-02-18 21:43:32
499,PSHI-2026-02-I-133294,2,02/01/2026 09:12 AM,02/01/2026 06:34 AM,,Visitor medical emergency.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
500,26AB00036,2,02/01/2026 08:18 AM,02/01/2026 08:18 AM,02/01/2026 08:50 AM,Employee reported a fire alarm activation,LARES BUILDING,2026-02-18 21:43:32
501,PSHI-2026-02-I-133287,2,02/01/2026 02:23 AM,02/01/2026 01:49 AM,,Assisted law enforcement with access to patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
502,26UP00506,1,02/01/2026 01:51 AM,02/01/2026 01:51 AM,,A vehicle stop investigation revealed the operator to be driving under the influence of alcohol,N ATHERTON ST & W PARK AVE,2026-02-18 21:43:32
503,26UP00511,1,02/01/2026 01:38 AM,02/01/2026 01:38 AM,02/01/2026 02:52 AM,Underage student observed highly intoxicated,MCELWAIN HALL,2026-02-18 21:43:32
504,PSHI-2026-02-I-133284,2,02/01/2026 12:53 AM,01/31/2026 11:59 PM,,Assisted clinical staff with unlock.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
505,PSHI-2026-01-I-133282,2,01/31/2026 10:15 PM,01/31/2026 08:52 PM,,Assisted clinical staff with agitated caller.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-18 21:43:32
506,26ER00041,5,01/31/2026 09:33 PM,01/31/2026 09:33 PM,01/31/2026 09:42 PM,Employee reported an alarm activation,METZGAR ADMISSIONS & ALUMNI CTR,2026-02-18 21:43:32
507,PSHI-2026-01-I-133281,2,01/31/2026 08:22 PM,01/31/2026 07:30 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
508,26UP00500,1,01/31/2026 06:33 PM,01/31/2026 06:33 PM,01/31/2026 07:19 PM,Student reported a two vehicle crash with no injuries,E PARK AVE & AMBASSADOR WAY,2026-02-18 21:43:32
509,26UP00499,1,01/31/2026 05:23 PM,01/31/2026 05:23 PM,01/31/2026 05:33 PM,Visitor reported a hit and run vehicle crash,FOOTBALL LOT,2026-02-18 21:43:32
510,26UP00497,1,01/31/2026 04:44 PM,01/31/2026 04:12 PM,01/31/2026 04:44 PM,Visitor reported being harassed,BEAVER STADIUM,2026-02-18 21:43:32
511,26AL00051,3,01/31/2026 03:43 PM,01/31/2026 07:13 AM,01/31/2026 07:24 AM,Student reported being harassed,CEDAR HALL,2026-02-18 21:43:32
512,26ER00040,5,01/31/2026 03:07 PM,01/31/2026 03:07 PM,01/31/2026 03:15 PM,Employee reported a fire alarm activation,TRIPPE HALL,2026-02-18 21:43:32
513,26AB00035,2,01/31/2026 02:57 PM,01/31/2026 02:57 PM,01/31/2026 03:10 PM,Student requested assistance with a personal matter,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32
514,26UP00496,1,01/31/2026 02:17 PM,01/31/2026 01:54 PM,01/31/2026 02:20 PM,Officer observed student engaged in disorderly behavior,BEAVER STADIUM,2026-02-18 21:43:32
515,26UP00495,1,01/31/2026 02:10 PM,01/31/2026 02:10 PM,01/31/2026 02:40 PM,Underage student observed highly intoxicated and transported to the hospital,HOYT HALL,2026-02-18 21:43:32
516,26UP00494,1,01/31/2026 01:58 PM,01/31/2026 01:58 PM,01/31/2026 02:24 PM,Student observed highly intoxicated,STADIUM WEST RD,2026-02-18 21:43:32
517,26UP00493,1,01/31/2026 01:49 PM,01/31/2026 01:49 PM,01/31/2026 02:55 PM,Underage student observed highly intoxicated and transported to the hospital,HOYT HALL,2026-02-18 21:43:32
518,26UP00492,1,01/31/2026 01:41 PM,01/31/2026 01:41 PM,01/31/2026 01:51 PM,Assisted an outside law enforcement agency with an investigation,BEAVER STADIUM,2026-02-18 21:43:32
519,26UP00491,1,01/31/2026 12:42 PM,01/31/2026 12:42 PM,01/31/2026 04:00 PM,Assisted an employee with an administrative matter,INTRAMURAL BLDG,2026-02-18 21:43:32
520,26UP00490,1,01/31/2026 12:19 PM,01/31/2026 12:17 PM,01/31/2026 12:18 PM,Employee  reported a one vehicle crash with no injuries,NITTANY PARKING,2026-02-18 21:43:32
521,26UP00489,1,01/31/2026 12:05 PM,01/31/2026 12:05 PM,01/31/2026 01:40 PM,Underage student observed highly intoxicated and transportedto the hospital,REDIFER HALL,2026-02-18 21:43:32
522,26ER00039,5,01/31/2026 11:32 AM,01/31/2026 11:32 AM,01/31/2026 11:45 AM,Employee reported a suspicious item,DOBBINS HALL,2026-02-18 21:43:32
523,PSHI-2026-01-I-133264,2,01/31/2026 10:34 AM,01/31/2026 09:20 AM,,Property related matter (damage).,Hershey - Dispatched To: HMC - South Parking Garage > HMC - South Parking Garage,2026-02-18 21:43:32
524,26UP00486,1,01/31/2026 10:08 AM,01/31/2026 08:49 AM,,Student reported suspicious activity,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32
525,PSHI-2026-01-I-133263,2,01/31/2026 09:20 AM,,,Patient made threatening statements to staff.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-18 21:43:32
526,26UP00487,1,01/31/2026 09:12 AM,01/31/2026 09:12 AM,01/31/2026 12:45 PM,Assisted an outside law enforcement agency with an investigation,LOGAN AVE,2026-02-18 21:43:32
527,26ER00038,5,01/31/2026 08:53 AM,01/31/2026 08:53 AM,01/31/2026 09:30 AM,Employee reported a parking concern,TIFFANY LOT - ERIE,2026-02-18 21:43:32
528,26UP00484,1,01/31/2026 08:24 AM,01/31/2026 08:24 AM,,Citations issued/Charges filed on University property by outside law enforcement agencies,BEAVER STADIUM,2026-02-18 21:43:32
529,PSHI-2026-01-I-133261,2,01/31/2026 08:02 AM,01/31/2026 07:45 AM,,Assisted switchboard personnel with agitated caller.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-18 21:43:32
